Date,LOCATION,PIT,Length.mm,Weight.g
2022-02-28T00:00:00Z,RRSAC2C,1BBEEE,64,2.86
2022-02-28T00:00:00Z,RRSAC2C,1BD612,64,2.64
2022-02-28T00:00:00Z,RRSAC2C,1BECE5,73,4.13
2022-02-28T00:00:00Z,RRSAC2C,1BA8AA,67,3.26
2022-02-28T00:00:00Z,RRSAC2C,1BA921,66,3
2022-02-28T00:00:00Z,RRSAC2C,1BFA0C,66,3.15
2022-02-28T00:00:00Z,RRSAC2C,1BFFB9,68,3.71
2022-02-28T00:00:00Z,RRSAC4,1BA507,60,2.22
2022-02-28T00:00:00Z,RRSAC4,1BB5FE,59,2.15
2022-02-28T00:00:00Z,RRSAC4,1BBBAF,59,1.91
2022-02-28T00:00:00Z,RRSAC4,1BC987,56,1.71
2022-02-28T00:00:00Z,RRSAC4,1BFCA6,57,1.87
2022-02-28T00:00:00Z,RRSAC4,1BB111,60,2.31
2022-02-28T00:00:00Z,RRSAC4,1BD439,63,2.6
2022-02-28T00:00:00Z,RRSAC4,1BDD45,65,2.8
2022-02-28T00:00:00Z,RRSAC4,1BF3C5,60,2.13
